
 num     #instances         #bytes  class name
 519:             1             24  sun.misc.URLClassPath$FileLoader
 520:             1             24  sun.nio.cs.ISO_8859_1
 521:             1             24  sun.nio.cs.US_ASCII
 522:             1             24  sun.nio.cs.UTF_16
 523:             1             24  sun.nio.cs.UTF_16BE
 524:             1             24  sun.nio.cs.UTF_16LE
 525:             1             24  sun.nio.cs.UTF_8
 526:             1             24  sun.nio.cs.ext.GBK
 527:             1             24  sun.nio.fs.NativeBuffer$Deallocator
 528:             1             24  sun.rmi.runtime.RuntimeUtil$1
 529:             1             24  sun.rmi.transport.DGCImpl
 530:             1             24  sun.rmi.transport.SequenceEntry
 531:             1             24  sun.util.locale.BaseLocale$Cache
 532:             1             24  sun.util.locale.provider.TimeZoneNameProviderImpl
 533:             1             24  sun.util.logging.PlatformLogger
 534:             1             24  sun.util.logging.PlatformLogger$JavaLoggerProxy
 535:             1             16  [Ljava.lang.Throwable;
 536:             1             16  [Ljava.lang.management.LockInfo;
 537:             1             16  [Ljava.lang.management.MonitorInfo;
 538:             1             16  [Ljava.net.URL;
 539:             1             16  [Ljava.nio.file.attribute.FileAttribute;
 540:             1             16  [Ljava.security.Provider;
 541:             1             16  [Ljava.security.cert.Certificate;
 542:             1             16  [Ljava.util.logging.Handler;
 543:             1             16  [Lsun.instrument.TransformerManager$TransformerInfo;
 544:             1             16  [Z
 545:             1             16  com.gjh.learn.jvm.thread.HoldIOMain$HoldIOTask
 546:             1             16  com.sun.jmx.interceptor.DefaultMBeanServerInterceptor$ResourceContext$1
 547:             1             16  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory
 548:             1             16  com.sun.jmx.mbeanserver.DescriptorCache
 549:             1             16  com.sun.jmx.mbeanserver.MBeanAnalyzer$MethodOrder
 550:             1             16  com.sun.jmx.mbeanserver.MBeanInstantiator
 551:             1             16  com.sun.jmx.mbeanserver.MXBeanIntrospector
 552:             1             16  com.sun.jmx.mbeanserver.SecureClassLoaderRepository
 553:             1             16  com.sun.jmx.remote.internal.ServerCommunicatorAdmin$Timeout
 554:             1             16  com.sun.jmx.remote.protocol.iiop.IIOPProxyImpl
 555:             1             16  com.sun.jmx.remote.security.SubjectDelegator
 556:             1             16  com.sun.proxy.$Proxy2
 557:             1             16  java.io.FileDescriptor$1
 558:             1             16  java.io.FileOutputStream$1
 559:             1             16  java.io.ObjectInputStream$$Lambda$4/589732988
 560:             1             16  java.io.ObjectInputStream$1
 561:             1             16  java.lang.ApplicationShutdownHooks$1
 562:             1             16  java.lang.CharacterDataLatin1
 563:             1             16  java.lang.ClassValue$Identity
 564:             1             16  java.lang.Float
 565:             1             16  java.lang.InheritableThreadLocal
 566:             1             16  java.lang.Runtime
 567:             1             16  java.lang.String$CaseInsensitiveComparator
 568:             1             16  java.lang.System$2
 569:             1             16  java.lang.Terminator$1
 570:             1             16  java.lang.invoke.MemberName$Factory
 571:             1             16  java.lang.invoke.MethodHandleImpl$2
 572:             1             16  java.lang.invoke.MethodHandleImpl$3
 573:             1             16  java.lang.management.PlatformComponent$1
 574:             1             16  java.lang.management.PlatformComponent$10
 575:             1             16  java.lang.management.PlatformComponent$11
 576:             1             16  java.lang.management.PlatformComponent$12
 577:             1             16  java.lang.management.PlatformComponent$13
 578:             1             16  java.lang.management.PlatformComponent$14
 579:             1             16  java.lang.management.PlatformComponent$15
 580:             1             16  java.lang.management.PlatformComponent$2
 581:             1             16  java.lang.management.PlatformComponent$3
 582:             1             16  java.lang.management.PlatformComponent$4
 583:             1             16  java.lang.management.PlatformComponent$5
 584:             1             16  java.lang.management.PlatformComponent$6
 585:             1             16  java.lang.management.PlatformComponent$7
 586:             1             16  java.lang.management.PlatformComponent$8
 587:             1             16  java.lang.management.PlatformComponent$9
 588:             1             16  java.lang.ref.Reference$1
 589:             1             16  java.lang.ref.Reference$Lock
 590:             1             16  java.lang.reflect.Proxy$KeyFactory
 591:             1             16  java.lang.reflect.Proxy$ProxyClassFactory
 592:             1             16  java.lang.reflect.ReflectAccess
 593:             1             16  java.net.InetAddress$2
 594:             1             16  java.net.URLClassLoader$7
 595:             1             16  java.nio.Bits$1
 596:             1             16  java.nio.Bits$1$1
 597:             1             16  java.nio.charset.CoderResult$1
 598:             1             16  java.nio.charset.CoderResult$2
 599:             1             16  java.nio.file.Files$AcceptAllFilter
 600:             1             16  java.rmi.server.RMIClassLoader$2
 601:             1             16  java.rmi.server.RemoteObjectInvocationHandler
 602:             1             16  java.rmi.server.RemoteObjectInvocationHandler$MethodToHash_Maps
 603:             1             16  java.security.AllPermission
 604:             1             16  java.security.ProtectionDomain$2
 605:             1             16  java.security.ProtectionDomain$JavaSecurityAccessImpl
 606:             1             16  java.util.Collections$EmptyIterator
 607:             1             16  java.util.Collections$EmptyList
 608:             1             16  java.util.Collections$EmptySet
 609:             1             16  java.util.Collections$SingletonSet
 610:             1             16  java.util.HashMap$KeySet
 611:             1             16  java.util.Hashtable$EntrySet
 612:             1             16  java.util.LinkedHashSet
 613:             1             16  java.util.ResourceBundle$Control
 614:             1             16  java.util.WeakHashMap$KeySet
 615:             1             16  java.util.concurrent.SynchronousQueue$TransferStack
 616:             1             16  java.util.concurrent.ThreadPoolExecutor$AbortPolicy
 617:             1             16  java.util.concurrent.atomic.AtomicBoolean
 618:             1             16  java.util.concurrent.locks.ReentrantReadWriteLock$ReadLock
 619:             1             16  java.util.concurrent.locks.ReentrantReadWriteLock$Sync$ThreadLocalHoldCounter
 620:             1             16  java.util.concurrent.locks.ReentrantReadWriteLock$WriteLock
 621:             1             16  java.util.jar.JavaUtilJarAccessImpl
 622:             1             16  java.util.logging.ErrorManager
 623:             1             16  java.util.logging.LoggingProxyImpl
 624:             1             16  java.util.logging.SimpleFormatter
 625:             1             16  java.util.zip.ZipFile$1
 626:             1             16  javax.management.JMX
 627:             1             16  javax.management.MBeanServerBuilder
 628:             1             16  javax.management.NotificationBroadcasterSupport$1
 629:             1             16  javax.management.remote.rmi.RMIConnectionImpl_Stub
 630:             1             16  sun.management.ClassLoadingImpl
 631:             1             16  sun.management.HotSpotDiagnostic
 632:             1             16  sun.management.ManagementFactoryHelper$PlatformLoggingImpl
 633:             1             16  sun.management.jmxremote.ConnectorBootstrap$PermanentExporter
 634:             1             16  sun.management.jmxremote.LocalRMIServerSocketFactory
 635:             1             16  sun.misc.ASCIICaseInsensitiveComparator
 636:             1             16  sun.misc.FloatingDecimal$1
 637:             1             16  sun.misc.Launcher
 638:             1             16  sun.misc.Launcher$Factory
 639:             1             16  sun.misc.ObjectInputFilter$Config$$Lambda$5/817523948
 640:             1             16  sun.misc.Perf
 641:             1             16  sun.misc.Unsafe
 642:             1             16  sun.net.spi.DefaultProxySelector
 643:             1             16  sun.net.www.protocol.file.Handler
 644:             1             16  sun.net.www.protocol.jar.JarFileFactory
 645:             1             16  sun.nio.ch.FileChannelImpl$1
 646:             1             16  sun.nio.fs.WindowsFileSystemProvider
 647:             1             16  sun.reflect.GeneratedMethodAccessor10
 648:             1             16  sun.reflect.GeneratedMethodAccessor11
 649:             1             16  sun.reflect.GeneratedMethodAccessor12
 650:             1             16  sun.reflect.GeneratedMethodAccessor13
 651:             1             16  sun.reflect.GeneratedMethodAccessor14
 652:             1             16  sun.reflect.GeneratedMethodAccessor15
 653:             1             16  sun.reflect.GeneratedMethodAccessor16
 654:             1             16  sun.reflect.GeneratedMethodAccessor17
 655:             1             16  sun.reflect.GeneratedMethodAccessor18
 656:             1             16  sun.reflect.GeneratedMethodAccessor19
 657:             1             16  sun.reflect.GeneratedMethodAccessor2
 658:             1             16  sun.reflect.GeneratedMethodAccessor20
 659:             1             16  sun.reflect.GeneratedMethodAccessor21
 660:             1             16  sun.reflect.GeneratedMethodAccessor22
 661:             1             16  sun.reflect.GeneratedMethodAccessor23
 662:             1             16  sun.reflect.GeneratedMethodAccessor24
 663:             1             16  sun.reflect.GeneratedMethodAccessor25
 664:             1             16  sun.reflect.GeneratedMethodAccessor26
 665:             1             16  sun.reflect.GeneratedMethodAccessor27
 666:             1             16  sun.reflect.GeneratedMethodAccessor29
 667:             1             16  sun.reflect.GeneratedMethodAccessor31
 668:             1             16  sun.reflect.GeneratedMethodAccessor32
 669:             1             16  sun.reflect.GeneratedMethodAccessor34
 670:             1             16  sun.reflect.GeneratedMethodAccessor35
 671:             1             16  sun.reflect.GeneratedMethodAccessor36
 672:             1             16  sun.reflect.GeneratedMethodAccessor37
 673:             1             16  sun.reflect.GeneratedMethodAccessor38
 674:             1             16  sun.reflect.GeneratedMethodAccessor39
 675:             1             16  sun.reflect.GeneratedMethodAccessor4
 676:             1             16  sun.reflect.GeneratedMethodAccessor43
 677:             1             16  sun.reflect.GeneratedMethodAccessor46
 678:             1             16  sun.reflect.GeneratedMethodAccessor47
 679:             1             16  sun.reflect.GeneratedMethodAccessor48
 680:             1             16  sun.reflect.GeneratedMethodAccessor49
 681:             1             16  sun.reflect.GeneratedMethodAccessor5
 682:             1             16  sun.reflect.GeneratedMethodAccessor50
 683:             1             16  sun.reflect.GeneratedMethodAccessor6
 684:             1             16  sun.reflect.GeneratedMethodAccessor7
 685:             1             16  sun.reflect.GeneratedMethodAccessor8
 686:             1             16  sun.reflect.GeneratedMethodAccessor9
 687:             1             16  sun.reflect.GeneratedSerializationConstructorAccessor14
 688:             1             16  sun.reflect.GeneratedSerializationConstructorAccessor15
 689:             1             16  sun.reflect.GeneratedSerializationConstructorAccessor46
 690:             1             16  sun.reflect.GeneratedSerializationConstructorAccessor47
 691:             1             16  sun.reflect.GeneratedSerializationConstructorAccessor48
 692:             1             16  sun.reflect.GeneratedSerializationConstructorAccessor49
 693:             1             16  sun.reflect.GeneratedSerializationConstructorAccessor50
 694:             1             16  sun.reflect.GeneratedSerializationConstructorAccessor51
 695:             1             16  sun.reflect.GeneratedSerializationConstructorAccessor52
 696:             1             16  sun.reflect.GeneratedSerializationConstructorAccessor53
 697:             1             16  sun.reflect.GeneratedSerializationConstructorAccessor54
 698:             1             16  sun.reflect.GeneratedSerializationConstructorAccessor55
 699:             1             16  sun.reflect.GeneratedSerializationConstructorAccessor56
 700:             1             16  sun.reflect.GeneratedSerializationConstructorAccessor57
 701:             1             16  sun.reflect.GeneratedSerializationConstructorAccessor58
 702:             1             16  sun.reflect.GeneratedSerializationConstructorAccessor59
 703:             1             16  sun.reflect.ReflectionFactory
 704:             1             16  sun.reflect.generics.tree.TypeVariableSignature
 705:             1             16  sun.rmi.runtime.Log$LoggerLogFactory
 706:             1             16  sun.rmi.runtime.RuntimeUtil
 707:             1             16  sun.rmi.server.UnicastRef
 708:             1             16  sun.rmi.server.UnicastServerRef$HashToMethod_Maps
 709:             1             16  sun.rmi.transport.DGCImpl$$Lambda$1/1598884441
 710:             1             16  sun.rmi.transport.DGCImpl$1
 711:             1             16  sun.rmi.transport.DGCImpl$2$$Lambda$2/1059854338
 712:             1             16  sun.rmi.transport.DGCImpl_Skel
 713:             1             16  sun.rmi.transport.DGCImpl_Stub
 714:             1             16  sun.rmi.transport.proxy.RMIDirectSocketFactory
 715:             1             16  sun.rmi.transport.tcp.TCPTransport$1
 716:             1             16  sun.rmi.transport.tcp.TCPTransport$ConnectionHandler$$Lambda$3/36989192
 717:             1             16  sun.security.provider.NativeSeedGenerator
 718:             1             16  sun.util.calendar.Gregorian
 719:             1             16  sun.util.locale.provider.AuxLocaleProviderAdapter$NullProvider
 720:             1             16  sun.util.locale.provider.SPILocaleProviderAdapter
 721:             1             16  sun.util.locale.provider.TimeZoneNameUtility$TimeZoneNameGetter
 722:             1             16  sun.util.resources.LocaleData
 723:             1             16  sun.util.resources.LocaleData$LocaleDataResourceBundleControl
Total         35353        2001664
